Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Darksiders II,WiiU,2012,Action,THQ,0.07,0.07,0,0.01,0.16
Dragon's Lair Trilogy,Wii,2010,Adventure,Destineer,0.15,0,0,0.01,0.16
Trivial Pursuit: Bet You Know It,Wii,2011,Misc,Electronic Arts,0.1,0.04,0,0.01,0.16
Nicktoons: MLB,Wii,2011,Sports,Take-Two Interactive,0.15,0,0,0.01,0.16
The Godfather: Blackhand Edition,Wii,2007,Adventure,Electronic Arts,0.14,0,0,0.01,0.16
Backyard Sports: Sandlot Sluggers,Wii,2010,Sports,Atari,0.15,0,0,0.01,0.16
Arcade Zone,Wii,2009,Misc,Activision,0.14,0,0,0.01,0.16
WWE '13,Wii,2012,Action,THQ,0.12,0.02,0,0.01,0.16
Bust-A-Move Bash!,Wii,2007,Puzzle,505 Games,0.13,0.01,0,0.01,0.16
Block Party,Wii,2008,Misc,Activision,0.14,0,0,0.01,0.16
Top Spin 4,Wii,2011,Sports,Take-Two Interactive,0.05,0.09,0,0.02,0.16
The Oregon Trail,Wii,2011,Simulation,Crave Entertainment,0.15,0,0,0.01,0.15
Samurai Warriors: Katana,Wii,2007,Action,Tecmo Koei,0.11,0,0.04,0.01,0.15
Jurassic: The Hunted,Wii,2009,Shooter,Activision,0.14,0,0,0.01,0.15
Horse Life Adventures,Wii,2008,Simulation,Deep Silver,0.13,0.01,0,0.01,0.15
Active Life Explorer,Wii,2010,Sports,Namco Bandai Games,0.14,0,0,0.01,0.15
Family Party: Fitness Fun,Wii,2010,Sports,D3Publisher,0.14,0,0,0.01,0.15
Metal Slug Anthology,Wii,2006,Shooter,Ignition Entertainment,0.12,0.01,0,0.01,0.15
Cake Mania: In The Mix!,Wii,2008,Puzzle,Majesco Entertainment,0.14,0,0,0.01,0.15
Spider-Man: Friend or Foe,Wii,2007,Action,Activision,0.13,0.01,0,0.01,0.15
Ultimate Board Game Collection,Wii,2007,Misc,Xplosiv,0.14,0,0,0.01,0.15
Burger Island,Wii,2009,Action,Destineer,0.14,0,0,0.01,0.15
Sam & Max: Season One,Wii,2008,Adventure,JoWood Productions,0.13,0.01,0,0.01,0.15
Virtua Tennis 4,Wii,2011,Sports,Sega,0.05,0.08,0,0.02,0.15
Candace Kane's Candy Factory,Wii,2008,Action,Destineer,0.14,0,0,0.01,0.15
Hot Wheels: Beat That!,Wii,2007,Racing,Activision,0.13,0,0,0.01,0.15
Scarface: The World is Yours,Wii,2007,Action,Vivendi Games,0.12,0.01,0,0.01,0.15
DreamWorks Super Star Kartz,Wii,2011,Racing,Activision,0.1,0.04,0,0.01,0.15
Charm Girls Club: Pajama Party,Wii,2009,Misc,Electronic Arts,0.14,0,0,0.01,0.15
Nancy Drew: The White Wolf of Icicle Creek,Wii,2008,Adventure,Sega,0.14,0,0,0.01,0.15
Rubik's World,Wii,2008,Puzzle,Game Factory,0.13,0.01,0,0.01,0.15
Gallop & Ride!,Wii,2008,Sports,THQ,0.14,0,0,0.01,0.15
Baseball Blast!,Wii,2009,Sports,Take-Two Interactive,0.14,0,0,0.01,0.15
"NewU Fitness First Mind Body, Yoga & Pilates Workout",Wii,2010,Sports,Black Bean Games,0.12,0.02,0,0.01,0.15
Making History: The Great War,Wii,2010,Strategy,Namco Bandai Games,0,0,0.15,0,0.15
Kung Fu Panda 2,Wii,2011,Action,THQ,0.08,0.05,0,0.01,0.14
Haunted House,Wii,2010,Action,Atari,0.13,0,0,0.01,0.14
Dream Pinball 3D,Wii,2008,Misc,SouthPeak Games,0.1,0.03,0,0.01,0.14
Pinball Hall of Fame: The Gottlieb Collection,Wii,2006,Misc,System 3 Arcade Software,0.13,0,0,0.01,0.14
Destroy All Humans! Big Willy Unleashed,Wii,2008,Action,THQ,0.13,0,0,0.01,0.14
Victorious Boxers: Revolution,Wii,2007,Fighting,Ubisoft,0.07,0,0.06,0.01,0.14
Our House Party!,Wii,N/A,Simulation,Unknown,0.13,0,0,0.01,0.14
Cranium Kabookii,Wii,2007,Misc,Ubisoft,0.13,0,0,0.01,0.14
Watch Dogs,WiiU,2014,Action,Ubisoft,0.08,0.05,0,0.01,0.14
Your Shape: Fitness Evolved 2013,WiiU,2012,Action,Ubisoft,0.06,0.07,0,0.01,0.14
Scene It? Bright Lights! Big Screen!,Wii,2009,Misc,Warner Bros. Interactive Entertainment,0.13,0,0,0.01,0.14
Buck Fever,Wii,2009,Sports,Destineer,0.13,0,0,0.01,0.14
Valhalla Knights: Eldar Saga,Wii,2009,Role-Playing,Rising Star Games,0.1,0.01,0.01,0.01,0.14
Rango: The Video Game,Wii,2011,Action,Electronic Arts,0.08,0.04,0,0.01,0.14
Transformers: Prime,WiiU,2012,Action,Activision,0.09,0.03,0,0.01,0.14
Jikkyou Powerful Pro Yakyuu Wii,Wii,2007,Sports,Konami Digital Entertainment,0,0,0.14,0,0.14
NBA 2K13,WiiU,2012,Sports,Take-Two Interactive,0.08,0.04,0,0.01,0.14
Science Papa,Wii,2009,Misc,Activision,0.12,0.01,0,0.01,0.14
MySims Collection,Wii,2010,Misc,Electronic Arts,0.13,0,0,0.01,0.14
The Amazing Race,Wii,2010,Misc,Ubisoft,0.13,0,0,0.01,0.14
Happy Feet,Wii,2006,Action,Midway Games,0.12,0,0,0.01,0.14
Major League Baseball 2K8,Wii,2008,Sports,Take-Two Interactive,0.13,0,0,0.01,0.14
Pet Pals: Animal Doctor,Wii,2008,Simulation,JoWood Productions,0.13,0,0,0.01,0.14
Cruise Ship Vacation Games,Wii,2009,Puzzle,Avanquest,0.13,0,0,0.01,0.14
Nitrobike,Wii,2008,Racing,Ubisoft,0.11,0.01,0,0.01,0.14
Wild Earth: African Safari,Wii,2008,Simulation,Majesco Entertainment,0.11,0.02,0,0.01,0.14
Kororinpa: Marble Mania,Wii,2006,Puzzle,Nintendo,0.08,0.02,0.03,0.01,0.14
Game Party: Champions,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.14
Top Shot Arcade,Wii,2011,Shooter,Activision,0.13,0,0,0.01,0.14
Deepak Chopra's Leela,Wii,2011,Misc,THQ,0.11,0.01,0,0.01,0.14
Tom Clancy's Ghost Recon,Wii,2010,Shooter,Ubisoft,0.11,0.01,0,0.01,0.14
NCIS,Wii,2011,Adventure,Ubisoft,0.08,0.04,0,0.01,0.14
Peppa Pig: Fun and Games,Wii,2010,Misc,Ubisoft,0,0.12,0,0.02,0.13
MLB Power Pros 2008,Wii,2008,Sports,Konami Digital Entertainment,0.12,0,0.01,0.01,0.13
Dokapon Kingdom,Wii,2008,Role-Playing,Sting,0.12,0,0,0.01,0.13
Go Play: Circus Star,Wii,2009,Action,Majesco Entertainment,0.12,0,0,0.01,0.13
Winter Stars,Wii,2011,Sports,Deep Silver,0.06,0.07,0,0.01,0.13
WipeOut 3 The Game,WiiU,2012,Action,Activision,0.12,0,0,0.01,0.13
Space Camp,Wii,2009,Action,Activision,0.12,0,0,0.01,0.13
Phantom Brave: We Meet Again,Wii,2009,Role-Playing,Nippon Ichi Software,0.12,0,0.01,0.01,0.13
James Bond 007: Legends,WiiU,2012,Shooter,Activision,0.07,0.05,0,0.01,0.13
Greg Hastings Paintball 2,Wii,2010,Shooter,505 Games,0.12,0,0,0.01,0.13
My Baby: First Steps,Wii,2009,Simulation,SouthPeak Games,0.12,0,0,0.01,0.13
All Star Cheer Squad 2,Wii,2009,Sports,THQ,0.12,0,0,0.01,0.13
Family Fortunes,Wii,2009,Misc,Mindscape,0,0.12,0,0.01,0.13
Indianapolis 500 Legends,Wii,2007,Racing,Destineer,0.12,0,0,0.01,0.13
Academy of Champions: Soccer,Wii,2009,Sports,Ubisoft,0.1,0.02,0,0.01,0.13
Just Dance: Disney Party,Wii,2012,Misc,Ubisoft,0.01,0.1,0,0.02,0.13
Shimano Xtreme Fishing,Wii,2009,Sports,Mastiff,0.12,0,0,0.01,0.13
Tom Clancy's Splinter Cell: Double Agent,Wii,2006,Action,Ubisoft,0.1,0.01,0,0.01,0.13
Backyard Sports Football: Rookie Rush,Wii,2010,Sports,Atari,0.12,0,0,0.01,0.13
Margot's Word Brain,Wii,2008,Puzzle,Zoo Digital Publishing,0.12,0,0,0.01,0.13
Army Men: Soldiers of Misfortune,Wii,2008,Shooter,Zoo Games,0.12,0,0,0.01,0.13
Reader Rabbit Kindergarten,Wii,2010,Misc,Graffiti,0.12,0,0,0.01,0.13
Legend of the Guardians: The Owls of Ga'Hoole,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.11,0.01,0,0.01,0.13
Brothers in Arms: Double Time,Wii,2008,Shooter,Ubisoft,0.11,0,0,0.01,0.13
Sengoku Basara 3 Utage,Wii,2011,Action,Capcom,0,0,0.13,0,0.13
PBR: Out of the Chute,Wii,2008,Sports,Crave Entertainment,0.12,0,0,0.01,0.13
LEGO Batman 2: DC Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.05,0.07,0,0.01,0.13
The Price is Right: Decades,Wii,2011,Misc,Ubisoft,0.12,0,0,0.01,0.13
The Sky Crawlers: Innocent Aces,Wii,2008,Simulation,Namco Bandai Games,0.09,0.02,0.01,0.01,0.13
SimAnimals Africa,Wii,2009,Simulation,Electronic Arts,0.1,0.01,0,0.01,0.13
428: Fuusa Sareta Shibuya de,Wii,2008,Adventure,Sega,0,0,0.13,0,0.13
Cloudy With a Chance of Meatballs,Wii,2009,Platform,Ubisoft,0.11,0,0,0.01,0.13
Ben 10 Galactic Racing,Wii,2011,Racing,D3Publisher,0.08,0.03,0,0.01,0.13
Kidz Sports: Crazy Golf,Wii,2008,Sports,Data Design Interactive,0.11,0,0,0.01,0.13
Conduit 2,Wii,2011,Shooter,Sega,0.07,0.04,0,0.01,0.13
Geometry Wars: Galaxies,Wii,2007,Shooter,Vivendi Games,0.11,0,0,0.01,0.13
Ninja Reflex,Wii,2008,Action,Electronic Arts,0.11,0.01,0,0.01,0.12
Calling,Wii,2009,Adventure,Konami Digital Entertainment,0.07,0.04,0,0.01,0.12
Marvel Avengers: Battle for Earth,WiiU,2012,Action,Ubisoft,0.07,0.04,0,0.01,0.12
Where the Wild Things Are,Wii,2009,Platform,Warner Bros. Interactive Entertainment,0.11,0,0,0.01,0.12
Star Trek: Conquest,Wii,2007,Strategy,Bethesda Softworks,0.11,0.01,0,0.01,0.12
Obscure: The Aftermath,Wii,2008,Action,Playlogic Game Factory,0.12,0,0,0.01,0.12
Solitaire & Mahjong,Wii,2009,Puzzle,Crave Entertainment,0.11,0,0,0.01,0.12
Deadliest Catch: Sea of Chaos,Wii,2010,Sports,Crave Entertainment,0.12,0,0,0.01,0.12
Tom Clancy's Splinter Cell: Blacklist,WiiU,2013,Action,Ubisoft,0.05,0.07,0,0.01,0.12
Onechanbara: Bikini Zombie Slayers,Wii,2008,Action,D3Publisher,0.11,0,0,0.01,0.12
Escape The Museum,Wii,2009,Adventure,Majesco Entertainment,0.11,0.01,0,0.01,0.12
Puzzle Kingdoms,Wii,2009,Puzzle,Zoo Digital Publishing,0.11,0,0,0.01,0.12
Mountain Sports,Wii,2009,Sports,Activision,0.11,0,0,0.01,0.12
The King of Fighters Collection: The Orochi Saga,Wii,2008,Fighting,Ignition Entertainment,0.11,0,0,0.01,0.12
Lost in Shadow,Wii,2010,Platform,Konami Digital Entertainment,0.1,0,0.01,0.01,0.12
McDROID,Wii,2011,Strategy,Namco Bandai Games,0,0,0.12,0,0.12
Skate City Heroes,Wii,2008,Sports,Zoo Digital Publishing,0.11,0,0,0.01,0.12
Dodge Racing: Charger vs Challenger,Wii,2009,Racing,Zushi Games,0.11,0,0,0.01,0.12
Vacation Isle: Beach Party,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.09,0.02,0,0.01,0.12
Fit in Six,Wii,2011,Sports,Ubisoft,0.11,0,0,0.01,0.12
Deus Ex: Human Revolution,WiiU,2013,Shooter,Square Enix,0.06,0.05,0,0.01,0.12
Cruis'n,Wii,2007,Racing,Midway Games,0.1,0.01,0,0.01,0.12
Rodea the Sky Soldier,WiiU,2015,Action,Nippon Ichi Software,0.08,0.02,0.01,0.01,0.12
Sniper Elite,Wii,2010,Shooter,Reef Entertainment,0.08,0.03,0,0.01,0.12
NPPL: Championship Paintball 2009,Wii,2008,Shooter,Activision Value,0.11,0,0,0.01,0.12
The Walking Dead: Survival Instinct,WiiU,2013,Shooter,Activision,0.08,0.03,0,0.01,0.12
Yogi Bear: The Video Game,Wii,2010,Action,D3Publisher,0.06,0.05,0,0.01,0.12
Get Up and Dance,Wii,2011,Misc,O-Games,0.06,0.04,0,0.01,0.12
Merv Griffin's Crosswords,Wii,2008,Puzzle,THQ,0.11,0,0,0.01,0.12
Hasbro Family Game Night Fun Pack,Wii,2011,Misc,Electronic Arts,0.11,0,0,0.01,0.12
Hollywood Squares,Wii,2010,Misc,Ubisoft,0.11,0,0,0.01,0.11
Taiko Drum Master: Tokumori!,WiiU,2014,Misc,Namco Bandai Games,0,0,0.11,0,0.11
"Sakura Wars: So Long, My Love",Wii,2010,Role-Playing,Ackkstudios,0.06,0.04,0,0.01,0.11
Family Fun Football,Wii,2009,Sports,Tecmo Koei,0.1,0,0,0.01,0.11
Fatal Frame: Maiden of Black Water,WiiU,2014,Action,Nintendo,0,0.03,0.08,0,0.11
Super Swing Golf Season 2,Wii,2007,Sports,Rising Star Games,0.08,0,0.03,0.01,0.11
Zangeki no Reginleiv,Wii,2010,Action,Nintendo,0,0,0.11,0,0.11
Vacation Sports,Wii,2009,Sports,Ubisoft,0.1,0.01,0,0.01,0.11
PDC World Championship Darts: Pro Tour,Wii,2010,Sports,O-Games,0,0.1,0,0.01,0.11
Pimp My Ride,Wii,2008,Racing,Activision,0.1,0,0,0.01,0.11
Heavy Fire: Afghanistan,Wii,2011,Shooter,Mastiff,0.11,0,0,0.01,0.11
The Hardy Boys: The Hidden Theft,Wii,2009,Adventure,The Adventure Company,0.07,0.03,0,0.01,0.11
Dora's Big Birthday Adventure,Wii,2010,Misc,Take-Two Interactive,0.1,0.01,0,0.01,0.11
Spyborgs,Wii,2009,Action,Capcom,0.1,0.01,0,0.01,0.11
The History Channel: Battle for the Pacific,Wii,2007,Shooter,Activision,0.1,0,0,0.01,0.11
Mobile Suit Gundam: MS Sensen 0079,Wii,2007,Simulation,Namco Bandai Games,0,0,0.11,0,0.11
Totally Spies! Totally Party,Wii,2008,Misc,Ubisoft,0.09,0.01,0,0.01,0.11
"Sesame Street: Ready, Set, Grover!",Wii,2011,Misc,Warner Bros. Interactive Entertainment,0.1,0,0,0.01,0.11
The Croods: Prehistoric Party!,Wii,2013,Misc,D3Publisher,0.03,0.07,0,0.01,0.11
Rock Band: Metal Track Pack,Wii,2009,Misc,MTV Games,0.1,0,0,0.01,0.11
Tornado Outbreak,Wii,2009,Action,Konami Digital Entertainment,0.1,0,0,0.01,0.11
Astro Boy: The Video Game,Wii,2009,Action,D3Publisher,0.1,0,0,0.01,0.11
Death Jr.: Root of Evil,Wii,2008,Platform,Eidos Interactive,0.1,0,0,0.01,0.11
Backyard Baseball '10,Wii,2009,Sports,Atari,0.1,0,0,0.01,0.11
JU-ON: The Grudge,Wii,2009,Action,Rising Star Games,0.08,0.01,0.01,0.01,0.11
National Geographic Challenge!,Wii,2011,Misc,Black Bean Games,0.08,0.02,0,0.01,0.11
X-Men: Destiny,Wii,2011,Action,Activision,0.08,0.02,0,0.01,0.11
Attack of the Movies 3D,Wii,2010,Shooter,Majesco Entertainment,0.1,0,0,0.01,0.11
Angry Birds Star Wars,WiiU,2013,Strategy,Activision,0.06,0.04,0,0.01,0.11
Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013,Puzzle,Warner Bros. Interactive Entertainment,0.1,0,0,0.01,0.11
Paws & Claws: Pet Resort,Wii,2009,Simulation,THQ,0.1,0,0,0.01,0.11
Tournament Pool,Wii,2009,Sports,Destineer,0.1,0,0,0.01,0.11
Disney's Chicken Little: Ace In Action,Wii,N/A,Shooter,Disney Interactive Studios,0.1,0,0,0.01,0.11
Tom Clancy's HAWX 2,Wii,2010,Action,Ubisoft,0.07,0.03,0,0.01,0.11
The Bachelor: The Videogame,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.1,0,0,0.01,0.11
Shovel Knight,WiiU,2015,Platform,Yacht Club Games,0.06,0.04,0,0.01,0.11
Help Wanted: 50 Wacky Jobs,Wii,2008,Simulation,Hudson Soft,0.06,0.04,0,0.01,0.11
Champion Jockey: G1 Jockey & Gallop Racer,Wii,2011,Sports,Tecmo Koei,0.05,0.04,0.01,0.01,0.11
Ennichi no Tatsujin,Wii,2006,Misc,Namco Bandai Games,0,0,0.1,0,0.1
Family Party: 30 Great Games,Wii,2008,Misc,D3Publisher,0.09,0.01,0,0.01,0.1
The Smurfs 2,Wii,2013,Platform,Ubisoft,0,0.09,0,0.01,0.1
Fatal Frame 2: Wii Edition,Wii,2012,Action,Nintendo,0,0,0.1,0,0.1
Dancing on Ice,Wii,2010,Sports,Ghostlight,0,0.09,0,0.01,0.1
Who Wants to Be a Millionaire: 3rd Edition,Wii,2010,Misc,Ubisoft,0.1,0,0,0.01,0.1
Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,2009,Racing,Konami Digital Entertainment,0.09,0.01,0,0.01,0.1
Momotarou Dentetsu 16,Wii,2007,Misc,Hudson Soft,0,0,0.1,0,0.1
Igor: The Game,Wii,2008,Adventure,CDV Software Entertainment,0.09,0,0,0.01,0.1
Green Lantern: Rise of the Manhunters,Wii,2011,Action,Warner Bros. Interactive Entertainment,0.06,0.04,0,0.01,0.1
Alvin and the Chipmunks: The Squeakquel,Wii,2009,Misc,Majesco Entertainment,0.09,0,0,0.01,0.1
Medal of Honor: Vanguard,Wii,2007,Shooter,Electronic Arts,0.06,0.03,0,0.01,0.1
Truth or Lies,Wii,2010,Misc,THQ,0.04,0.05,0,0.01,0.1
The Destiny of Zorro,Wii,2009,Action,505 Games,0.1,0,0,0.01,0.1
Inazuma Eleven GO Strikers 2013,Wii,2012,Role-Playing,Level 5,0,0,0.1,0,0.1
Creeper World 3: Arc Eternal,Wii,2009,Strategy,Namco Bandai Games,0,0,0.1,0,0.1
Monkey Mischief! Party Time,Wii,2008,Misc,Activision,0.09,0,0,0.01,0.1
Water Sports,Wii,2009,Action,Avanquest,0.05,0.04,0,0.01,0.1
Pajama Sam: Don't Fear The Dark,Wii,2008,Adventure,Atari,0.09,0,0,0.01,0.1
Little League World Series Baseball 2008,Wii,2008,Sports,Activision,0.09,0,0,0.01,0.1
Tatsunoko vs. Capcom: Cross Generation of Heroes,Wii,2008,Fighting,Capcom,0,0,0.1,0,0.1
Rolling Stone: Drum King,Wii,2009,Misc,505 Games,0.09,0,0,0.01,0.1
SCORE International Baja 1000: The Official Game,Wii,2008,Racing,Activision,0.09,0,0,0.01,0.1
Opoona,Wii,2007,Role-Playing,Tecmo Koei,0.08,0,0.01,0.01,0.1
Big League Sports,Wii,2008,Sports,Activision,0.09,0.01,0,0.01,0.1
King of Clubs: Mini Golf,Wii,2008,Sports,Oxygen Interactive,0.09,0,0,0.01,0.1
Pro Evolution Soccer 2013,Wii,2012,Sports,Konami Digital Entertainment,0,0.03,0.06,0,0.1
Alvin and the Chipmunks: Chipwrecked,Wii,2011,Misc,505 Games,0.08,0.01,0,0.01,0.1
Code Lyoko: Quest for Infinity,Wii,2007,Action,Game Factory,0.07,0.02,0,0.01,0.1
Naruto Shippuden: Gekito Ninja Taisen! EX,Wii,2007,Fighting,Takara Tomy,0,0,0.1,0,0.1
iCarly 2: iJoin The Click!,Wii,2010,Adventure,Activision,0.08,0.01,0,0.01,0.1
The Secret Saturdays: Beasts of the 5th Sun,Wii,2009,Action,D3Publisher,0.09,0,0,0.01,0.1
Animal Planet: Vet Life,Wii,2009,Simulation,Activision,0.09,0,0,0.01,0.1
"Blast Works: Build, Trade, Destroy",Wii,2008,Shooter,Eidos Interactive,0.09,0,0,0.01,0.1
Heatseeker,Wii,2007,Action,Codemasters,0.08,0,0,0.01,0.1
BIT.TRIP COMPLETE,Wii,2011,Misc,Rising Star Games,0.06,0.02,0,0.01,0.1
Paws & Claws: Pet Vet,Wii,2009,Simulation,THQ,0.09,0,0,0.01,0.1
Pony Friends 2,Wii,2009,Simulation,Eidos Interactive,0.04,0.05,0,0.01,0.1
The Daring Game for Girls,Wii,N/A,Adventure,Unknown,0.09,0,0,0.01,0.1
Jaws: Ultimate Predator,Wii,2011,Action,Majesco Entertainment,0.09,0,0,0.01,0.09
Rock Band Country Track Pack 2,Wii,2011,Misc,MTV Games,0.09,0,0,0.01,0.09
Big League Sports: Summer,Wii,2009,Sports,Activision,0.09,0,0,0.01,0.09
Monopoly Collection,Wii,2011,Misc,Electronic Arts,0.02,0.07,0,0.01,0.09
Rygar: The Battle of Argus,Wii,2008,Action,Rising Star Games,0.09,0,0,0.01,0.09
The Voice,WiiU,2014,Action,Activision,0.08,0,0,0.01,0.09
Fishing Master World Tour,Wii,2009,Sports,Hudson Entertainment,0.09,0,0,0.01,0.09
The Amazing Spider-Man (Console Version),WiiU,2013,Action,Activision,0.05,0.03,0,0.01,0.09
Alien Monster Bowling League,Wii,2009,Sports,Destineer,0.09,0,0,0.01,0.09
Generator Rex: Agent of Providence,Wii,2011,Action,Activision,0.07,0.01,0,0.01,0.09
Championship Foosball,Wii,2008,Sports,505 Games,0.09,0,0,0.01,0.09
U-Sing  2,Wii,2010,Misc,Mindscape,0,0.08,0,0.01,0.09
Playmobil Circus,Wii,2009,Action,Mindscape,0.06,0.02,0,0.01,0.09
Get Fit with Mel B,Wii,2010,Sports,Black Bean Games,0.03,0.05,0,0.01,0.09
Kawasaki Quad Bikes,Wii,2007,Racing,Data Design Interactive,0.07,0.01,0,0.01,0.09
NERF N-Strike: Double Blast Bundle,Wii,2010,Shooter,Electronic Arts,0.09,0,0,0,0.09
Space Chimps,Wii,2008,Platform,Brash Entertainment,0.08,0,0,0.01,0.09
Family GameShow,Wii,2009,Misc,Zushi Games,0.08,0,0,0.01,0.09
Great Party Games,Wii,2010,Misc,O-Games,0,0.08,0,0.01,0.09
Agatha Christie: Evil Under the Sun,Wii,2008,Adventure,The Adventure Company,0.07,0.02,0,0.01,0.09
Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!,Wii,2010,Misc,Hudson Soft,0,0,0.09,0,0.09
How to Train Your Dragon 2,WiiU,2014,Adventure,Little Orbit,0.04,0.05,0,0.01,0.09
Ski-Doo Snowmobile Challenge,Wii,2009,Racing,Valcon Games,0.08,0,0,0.01,0.09
Go Play: City Sports,Wii,2009,Sports,Majesco Entertainment,0.08,0,0,0.01,0.09
Jambo! Safari Animal Rescue,Wii,2009,Simulation,Sega,0.07,0.01,0,0.01,0.09
Ski and Shoot,Wii,2008,Sports,RTL,0.04,0.04,0,0.01,0.09
MLB Superstars,Wii,2008,Sports,Take-Two Interactive,0.08,0,0,0.01,0.09
Remington Super Slam Hunting: Alaska,Wii,2011,Sports,Mastiff,0.08,0,0,0.01,0.09
The $1 Pyramid,Wii,2011,Misc,Ubisoft,0.08,0,0,0.01,0.09
The Mummy: Tomb of the Dragon Emperor,Wii,2008,Action,Vivendi Games,0.08,0,0,0.01,0.09
Spider-Man: Edge of Time,Wii,2011,Action,Activision,0.06,0.02,0,0.01,0.09
Momu-chan Diet Wii: Figurobics by Chon Dayon,Wii,2010,Misc,Hudson Soft,0,0,0.09,0,0.09
Mad Dog McCree: Gunslinger Pack,Wii,2009,Shooter,Majesco Entertainment,0.08,0,0,0.01,0.09
Wacky World of Sports,Wii,2009,Sports,Sega,0.08,0,0,0.01,0.09
Data East Arcade Classics,Wii,2010,Misc,Majesco Entertainment,0.08,0,0,0.01,0.09
Naruto Shippuden: Gekito Ninja Taisen! EX 2,Wii,2007,Fighting,Takara Tomy,0,0,0.09,0,0.09
Little League World Series Baseball: Double Play,Wii,2010,Sports,Activision,0.08,0,0,0.01,0.09
Happy Feet Two,Wii,N/A,Action,Warner Bros. Interactive Entertainment,0.07,0.01,0,0.01,0.09
The Ant Bully,Wii,2006,Platform,Midway Games,0.08,0,0,0.01,0.09
The Smurfs 2,WiiU,2013,Platform,Ubisoft,0.04,0.04,0,0.01,0.09
Harvey Birdman: Attorney at Law,Wii,2008,Adventure,Capcom,0.08,0,0,0.01,0.09
Jumper: Griffin's Story,Wii,2008,Action,Eidos Interactive,0.08,0,0,0.01,0.09
Lego Star Wars: The Force Awakens,WiiU,2016,Action,Warner Bros. Interactive Entertainment,0.04,0.04,0,0.01,0.09
Team Elimination Games,Wii,2009,Misc,Ubisoft,0.08,0,0,0.01,0.09
Karaoke Joysound Wii DX,Wii,2009,Misc,Hudson Soft,0,0,0.09,0,0.09
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Wii,2011,Action,THQ,0.05,0.03,0,0.01,0.09
Busy Scissors,Wii,2010,Simulation,Little Orbit,0.08,0,0,0,0.09
Cartoon Network: Punch Time Explosion XL,Wii,2011,Fighting,Crave Entertainment,0.07,0.01,0,0.01,0.09
Just Dance Wii U,WiiU,2014,Misc,Nintendo,0,0,0.09,0,0.09
Build 'n Race,Wii,2009,Racing,Zoo Games,0.08,0,0,0.01,0.09
Diva Girls: Divas on Ice,Wii,2009,Sports,505 Games,0.07,0.01,0,0.01,0.08
Martian Panic,Wii,2010,Adventure,Unknown,0.08,0,0,0,0.08
SafeCracker: The Ultimate Puzzle Adventure,Wii,2008,Puzzle,The Adventure Company,0.07,0.01,0,0.01,0.08
Warriors Orochi 3 Hyper,WiiU,2012,Action,Tecmo Koei,0.04,0.02,0.02,0.01,0.08
America's Next Top Model,Wii,2010,Action,Crave Entertainment,0.08,0,0,0.01,0.08
Ninjabread Man,Wii,2007,Action,Popcorn Arcade,0.07,0,0,0.01,0.08
I Am In The Movie,Wii,2012,Simulation,Namco Bandai Games,0,0,0.08,0,0.08
Zero: Tsukihami no Kamen,Wii,N/A,Action,Nintendo,0,0,0.08,0,0.08
Ice Age 2: The Meltdown,Wii,2006,Platform,Vivendi Games,0.06,0.01,0,0.01,0.08
10 Minute Solution,Wii,2010,Sports,Activision,0.06,0.01,0,0.01,0.08
Jikkyou Powerful Pro Yakyuu 15,Wii,2008,Sports,Konami Digital Entertainment,0,0,0.08,0,0.08
Pop'n Music,Wii,2009,Misc,Konami Digital Entertainment,0.07,0,0,0.01,0.08
Worms: A Space Oddity,Wii,2008,Strategy,THQ,0.06,0.02,0,0.01,0.08
Far Cry Vengeance,Wii,2006,Shooter,Ubisoft,0.06,0.01,0,0.01,0.08
Cate West: The Vanishing Files,Wii,2009,Adventure,Oxygen Interactive,0.07,0,0,0.01,0.08
Jimmie Johnson's Anything With an Engine,Wii,2011,Racing,Konami Digital Entertainment,0.07,0,0,0.01,0.08
Ultimate Shooting Collection,Wii,2008,Shooter,Milestone,0.08,0,0,0,0.08
Super Sentai Battle: Ranger Cross,Wii,2011,Action,Namco Bandai Games,0,0,0.08,0,0.08
Sengoku Musou 3: Moushouden,Wii,2011,Action,Ackkstudios,0,0,0.08,0,0.08
Rock Revolution,Wii,N/A,Misc,Unknown,0.07,0,0,0.01,0.08
Just Dance: Disney Party 2,WiiU,2015,Action,Ubisoft,0.06,0.01,0,0.01,0.08
Lost in Blue: Shipwrecked,Wii,2008,Adventure,Konami Digital Entertainment,0.07,0,0,0.01,0.08
Penny Racers Party: Turbo-Q Speedway,Wii,2008,Racing,Takara Tomy,0.07,0,0,0.01,0.08
My First Songs,Wii,2010,Misc,Mindscape,0,0.07,0,0.01,0.08
Ultimate Party Challenge,Wii,2009,Misc,Konami Digital Entertainment,0.07,0,0,0.01,0.08
